artist_id,hour_start,hour_end,artist,stage,date,hour_start_adj,hour_end_adj,datetime_start,datetime_end,duration_min,year,order_in_lineup,artist_name,palco,lastfm_tags,total_tags_amount_norm,lastfm_genre_tags,fem_tag,male_tag,female_presence,br_tag,is_br
Ellie Goulding_2014-04-06,15h25,16h25,Ellie Goulding,Palco Skol,2014-04-06,15:25,16:25,2014-04-06 15:25:00,2014-04-06 16:25:00,60.0,2014,40.18691588785047,Ellie Goulding,Skol,"{'female vocalists': 1.0, 'electronic': 0.98, 'british': 0.89, 'indie': 0.85, 'indie pop': 0.78, 'pop': 0.36, 'seen live': 0.27, 'singer-songwriter': 0.11, 'electropop': 0.11, 'synthpop': 0.09, 'alternative': 0.07, 'folktronica': 0.06, 'ellie goulding': 0.06, 'female vocalist': 0.05, 'dance': 0.05, 'folk': 0.04, 'chillout': 0.03, 'chill': 0.03, 'uk': 0.03, 'skitz0rz': 0.03, 'uitluisteren artist': 0.03, 'holloween skitz0rz': 0.03, 'electronica': 0.03, 'world': 0.03, '3': 0.03, 'world music': 0.03, 'sunflower': 0.03, 'fav888': 0.03, 'my dance room': 0.03, 'female': 0.03, 'britpop': 0.02, '00s': 0.02, 'english': 0.02, 'dream pop': 0.02, 'electro': 0.02, 'acoustic': 0.02, 'dubstep': 0.02, 'england': 0.02, 'welsh': 0.02, 'rock': 0.01, 'indietronica': 0.01, 'synth pop': 0.01, 'romantic': 0.01, 'electro pop': 0.01}",0.6651090342679129,"{'rock': 0.00234192037470726, 'indie': 0.3840749414519906, 'pop': 0.3278688524590164, 'alt': 0.01639344262295082, 'electro': 0.2693208430913349, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",2.1599999999999993,0.0,1,0.0,0
Pixies_2014-04-06,17h35,18h50,Pixies,Palco Skol,2014-04-06,17:35,18:50,2014-04-06 17:35:00,2014-04-06 18:50:00,75.0,2014,64.48598130841121,Pixies,Skol,"{'alternative': 1.0, 'indie': 0.88, 'rock': 0.8, 'alternative rock': 0.77, 'indie rock': 0.63, 'seen live': 0.5, 'punk': 0.17, 'grunge': 0.17, '80s': 0.11, 'post-punk': 0.1, 'american': 0.08, '90s': 0.07, 'pixies': 0.07, 'college rock': 0.04, 'boston': 0.04, 'punk rock': 0.04, '4ad': 0.03, 'usa': 0.03, 'new wave': 0.03, 'experimental': 0.03, 'classic rock': 0.03, 'noise pop': 0.03, 'post punk': 0.02, 'favorites': 0.02, 'pop': 0.02, 'noise rock': 0.02, 'surf rock': 0.02, 'indie pop': 0.02, 'garage rock': 0.02, 'massachusetts': 0.02, 'female vocalists': 0.02, 'noise': 0.02, 'electronic': 0.02, 'progressive rock': 0.02, 'awesome': 0.02, 'recommended': 0.02, 'kickasstic': 0.02, 'pay attention': 0.02, 'male vocalists': 0.01, 'favorite': 0.01, 'lo-fi': 0.01, 'favourites': 0.01, 'folk': 0.01, 'the pixies': 0.01}",0.9585406301824222,"{'rock': 0.4134948096885813, 'indie': 0.2647058823529412, 'pop': 0.012110726643598618, 'alt': 0.3062283737024221, 'electro': 0.0034602076124567475, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.04,0.01,1,0.0,0
Arcade Fire_2014-04-06,20h30,22h,Arcade Fire,Palco Skol,2014-04-06,20:30,22:00,2014-04-06 20:30:00,2014-04-06 22:00:00,90.0,2014,97.19626168224299,Arcade Fire,Skol,"{'indie': 1.0, 'indie rock': 1.0, 'alternative': 0.76, 'canadian': 0.63, 'seen live': 0.59, 'rock': 0.48, 'alternative rock': 0.17, 'art rock': 0.11, 'baroque pop': 0.11, 'folk': 0.06, 'experimental': 0.06, 'orchestral rock': 0.05, '00s': 0.05, 'canada': 0.05, 'indie pop': 0.04, 'chamber pop': 0.04, 'montreal': 0.04, 'arcade fire': 0.03, 'post-punk': 0.03, 'orchestral': 0.03, 'pop': 0.02, 'epic': 0.02, 'post-rock': 0.02, 'post-punk revival': 0.02, 'female vocalists': 0.02, 'folk rock': 0.02, 'want to see live': 0.02, 'male vocalists': 0.02, 'experimental rock': 0.01, 'awesome': 0.01, 'indie folk': 0.01, 'quebec': 0.01, 'beautiful': 0.01, 'new wave': 0.01}",0.9099099099099108,"{'rock': 0.3683168316831683, 'indie': 0.4059405940594059, 'pop': 0.04158415841584158, 'alt': 0.18415841584158416, 'electro': 0.0, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.04,0.02,1,0.0,0
Illya Kuryaki & Valderramas_2014-04-06,12h40,13h25,Illya Kuryaki & Valderramas,Palco Onix,2014-04-06,12:40,13:25,2014-04-06 12:40:00,2014-04-06 13:25:00,45.0,2014,9.345794392523365,Illya Kuryaki & Valderramas,Onix,"{'funk': 1.0, 'argentina': 0.68, 'hip hop': 0.56, 'rock argentino': 0.42, 'rock': 0.36, 'seen live': 0.2, 'hip-hop': 0.14, 'rap': 0.12, '90s': 0.11, 'latin': 0.1, 'rock en español': 0.1, 'alternative': 0.07, 'trip-hop': 0.05, 'male vocalists': 0.05, 'chillout': 0.04, 'alternative rock': 0.04, 'funky': 0.04, 'rock en espanol': 0.04, 'latin hip hop': 0.04, 'argentinian': 0.04, 'argentine rock': 0.04, 'spanish': 0.03, 'fusion': 0.03, 'latin rock': 0.03, 'latin pop': 0.03, 'latin rap': 0.03, 'all': 0.03, 'rock latinoamericano': 0.03, 'latin funk': 0.03, 'southern elite circle': 0.03, 'argentinian black metal': 0.03, 'sexy argentina funk': 0.03, 'nuevo rock argentino': 0.03, 'illya kuryaki': 0.03, 'spanish hip-hop': 0.02, 'electronic': 0.02, 'electropop': 0.02, 'indie': 0.02, 'pop': 0.02, 'soul': 0.02, 'sexy': 0.02, 'dance': 0.02, 'new wave': 0.02, 'latin dance': 0.02, 'world': 0.02, 'techno': 0.02, 'guitar': 0.02, 'español': 0.02, 'rock latino': 0.02, 'jazz funk': 0.02, 'funky jazz': 0.02, 'glam': 0.02, 'groovy': 0.02, '00s': 0.02, ""90's"": 0.02, 'flashback': 0.02, 'duo': 0.02, 'rock nacional': 0.02, 'trash': 0.02, 'funk rock': 0.02, 'alternative rap': 0.02, 'jazz hop': 0.02, '2000s': 0.02, '10s': 0.02, '2010s': 0.02, 'rappers': 0.02, 'venezuela': 0.02, 'dante': 0.02, 'en espanol': 0.02, 'buena onda': 0.02, 'caos coleccion rock latinoamericano': 0.02, 'hip hop latino': 0.02, 'alegria': 0.02, 'leiwand4u fm': 0.02, 'bla': 0.02, 'this is my list': 0.02, 'a lotta music': 0.02, 'funki': 0.02, 'rifa': 0.02, 'ikv': 0.02, 'leiwand - barrio latino': 0.02, 'leiwand - global village': 0.02, 'electroporn': 0.02, 'near': 0.02, 'los brujos': 0.02, 'jip jop': 0.02, 'latin grammy nominee': 0.02, 'chill906': 0.02, 'yorx': 0.02, 'latin grammy winner': 0.02, 'artist - illya kuryaki and the valderramas': 0.02, 'estilos raros': 0.02, 'onderos': 0.02, 'horvilleur': 0.02, 'illya kuryaki and the valderramas': 0.02, 'leo bulgeboy': 0.02, 'movida sonica': 0.02}",0.4227504244482191,"{'rock': 0.4698795180722891, 'indie': 0.008032128514056222, 'pop': 0.028112449799196783, 'alt': 0.05220883534136545, 'electro': 0.02409638554216867, 'house': 0.0, 'rap': 0.07630522088353411, 'hop': 0.3413654618473896}",0.0,0.05,0,0.02,1
Johnny Marr_2014-04-06,14h20,15h20,Johnny Marr,Palco Onix,2014-04-06,14:20,15:20,2014-04-06 14:20:00,2014-04-06 15:20:00,60.0,2014,28.037383177570092,Johnny Marr,Onix,"{'seen live': 1.0, 'indie rock': 0.77, 'british': 0.49, 'rock': 0.43, 'britpop': 0.43, 'indie': 0.4, 'alternative rock': 0.23, 'alternative': 0.22, 'classic rock': 0.11, 'the smiths': 0.11, 'johnny marr': 0.1, 'singer-songwriter': 0.06, 'post-punk': 0.06, 'guitar': 0.06, 'manchester': 0.06, 'uk': 0.05, '10s': 0.05, '80s': 0.04, 'new wave': 0.04, 'england': 0.04, 'english': 0.04, 'united kingdom': 0.04, 'indie pop': 0.03, '90s': 0.03, 'male vocalists': 0.03, 'all': 0.03, 'post-punk revival': 0.03, 'ardwick': 0.03, 'folk': 0.02, 'sexy': 0.02, 'dark': 0.02, 'jangle pop': 0.02, 'shoegaze': 0.02, 'cinematic': 0.02, 'film': 0.02, 'me': 0.02, 'synthpop': 0.02, 'indie-rock': 0.02, '00s': 0.02, 'shoegazer': 0.02, 'alternative dance': 0.02, 'guitar hero': 0.02, 'guitar pop': 0.02, 'freedom': 0.02, 'marr': 0.02, 'male vocals': 0.02, 'radio paradise': 0.02, 'radioparadise': 0.02, '2010s': 0.02, 'shoegazing': 0.02, 'guitarist': 0.02, '1982': 0.02, 'alt-rock': 0.02, 'wanted': 0.02, 'holy': 0.02, 'best of 2013': 0.02, 'futurist': 0.02, 'vegan': 0.02, 'retro futurist': 0.02, 'master': 0.02, 'i have seen live': 0.02, 'post-britpop': 0.02, 'alternative-rock': 0.02, 'great guitarists': 0.02, 'glastonbury 2007': 0.02, 'ja vi ao vivo': 0.02, 'godlike genius': 0.02, 'have seen live': 0.02, 'music i tried but didnt like': 0.02, 'look': 0.02, 'the dears and influences': 0.02, 'seen live 2013': 0.02, 'good alternative': 0.02, 'indie-rock and post-rock': 0.02, 'coachella 2013': 0.02, 'olive juice': 0.02, 'my taste': 0.02, 'famous boyfriends': 0.02, 'eu fui': 0.02, 'jiggy': 0.02, 'guitar anti-heroes': 0.02, 'greatest motherfucking guitarist ever to grace the planet': 0.02, 'my taste bigbrownelk': 0.02, 'its a big shame they support those citeh twats': 0.02, 'johnny marr is out there': 0.02, 'lolla2': 0.02, 'attractive people': 0.02, 'bonobo choice': 0.02}",0.6328502415458964,"{'rock': 0.41221374045801523, 'indie': 0.3155216284987277, 'pop': 0.13740458015267176, 'alt': 0.13486005089058525, 'electro': 0.0, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.05,0,0.0,0
Vampire Weekend_2014-04-06,16h30,17h30,Vampire Weekend,Palco Onix,2014-04-06,16:30,17:30,2014-04-06 16:30:00,2014-04-06 17:30:00,60.0,2014,52.33644859813084,Vampire Weekend,Onix,"{'indie': 1.0, 'indie rock': 0.82, 'indie pop': 0.63, 'seen live': 0.58, 'alternative': 0.57, 'rock': 0.37, 'american': 0.11, 'pop': 0.09, 'alternative rock': 0.07, 'new york': 0.07, 'experimental': 0.06, 'afro-beat': 0.04, '00s': 0.04, 'vampire weekend': 0.04, 'male vocalists': 0.03, 'afrobeat': 0.03, 'happy': 0.03, 'usa': 0.03, 'baroque pop': 0.03, 'afro-pop': 0.02, 'electronic': 0.02, 'fun': 0.02, 'worldbeat': 0.02, 'summer': 0.02, 'ska': 0.02, 'afro beat': 0.02, 'afro pop': 0.01, 'awesome': 0.01, 'love at first listen': 0.01, 'upper west side soweto': 0.01, 'folk': 0.01, 'want to see live': 0.01}",1.0640495867768602,"{'rock': 0.24466019417475723, 'indie': 0.4757281553398057, 'pop': 0.15145631067961166, 'alt': 0.12427184466019414, 'electro': 0.003883495145631068, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.03,0,0.0,0
Soundgarden_2014-04-06,18h55,20h25,Soundgarden,Palco Onix,2014-04-06,18:55,20:25,2014-04-06 18:55:00,2014-04-06 20:25:00,90.0,2014,79.4392523364486,Soundgarden,Onix,"{'grunge': 1.0, 'rock': 0.48, 'alternative rock': 0.4, 'alternative': 0.29, 'hard rock': 0.28, '90s': 0.13, 'seattle': 0.09, 'seen live': 0.07, 'metal': 0.06, 'alternative metal': 0.05, 'american': 0.04, 'heavy metal': 0.04, 'soundgarden': 0.04, 'chris cornell': 0.03, 'stoner rock': 0.02, 'usa': 0.02, 'classic rock': 0.02, 'seattle sound': 0.02, '80s': 0.02, 'grunge rock': 0.01, 'indie': 0.01, '90s rock': 0.01}",0.6293929712460067,"{'rock': 0.6192893401015228, 'indie': 0.005076142131979695, 'pop': 0.0, 'alt': 0.3756345177664974, 'electro': 0.0, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.0,0,0.0,0
Apanhador Só_2014-04-06,12h15,13h,Apanhador Só,Palco Interlagos,2014-04-06,12:15,13:00,2014-04-06 12:15:00,2014-04-06 13:00:00,45.0,2014,4.672897196261682,Apanhador Só,Interlagos,"{'indie': 1.0, 'brazilian': 0.97, 'alternative rock': 0.7, 'alternative': 0.54, 'rock gaucho': 0.49, 'seen live': 0.38, 'brasil': 0.29, 'indie rock': 0.22, 'rock': 0.19, 'brazil': 0.14, 'mpb': 0.13, 'nacional': 0.08, 'experimental': 0.06, 'apanhador so': 0.06, '2000s': 0.05, 'independente': 0.05, 'rio grande do sul': 0.05, 'folk': 0.04, 'rock brasil': 0.04, '00s': 0.04, 'porto alegre': 0.04, 'brazilian rock': 0.04, 'rock alternativo': 0.04, 'male vocalists': 0.03, 'rock brasileiro': 0.03, 'all': 0.03, 'rs': 0.03, 'ja vi ao vivo': 0.03, 'brazilian indie': 0.03, 'br': 0.03, 'mpb moderna': 0.03, 'eu vi ao vivo': 0.03, 'musicoteca': 0.03, 'indie gaucho': 0.03, 'reggae': 0.02, 'indie pop': 0.02, 'love': 0.02, 'acoustic': 0.02, 'portuguese': 0.02, 'progressive': 0.02, 'comedy': 0.02, 'chilled': 0.02, 'check': 0.02, 'favorite': 0.02, 'check out': 0.02, 'português': 0.02, '10s': 0.02, '2010s': 0.02, '2016': 0.02, 'group': 0.02, 'wanted': 0.02, 'alternativo': 0.02, 'expirimental': 0.02, 'nom nom': 0.02, 'samba rock': 0.02, 'songs that i will still be listening to in a billion years': 0.02, 'banda': 0.02, 'indie emo': 0.02, 'cumquat belters': 0.02, 'nova mpb': 0.02, 'seen live 1 time': 0.02, 'on a sunny morning with the sun shining through the window': 0.02, 'gig-rock5': 0.02, 'zup': 0.02, 'rs rock': 0.02, 'tree rock': 0.02, 'dodecaphonic': 0.02, 'sotaque': 0.02, 'heard it somewhere before': 0.02, 'slightly experimental': 0.02, 'tiposambinhaasvezes': 0.02, 'alternati rock': 0.02, 'muito amor': 0.02, 'daqui': 0.02, 'under 50000 listeners': 0.02, 'lolla2': 0.02, 'saltinhos': 0.02, 'spreadsheet': 0.02, 'iuriabreu': 0.02, 'anos 2000': 0.02, 'artiststocchec': 0.02, 'uture': 0.02, 'brazilian dont-go-to-school-tomorrow core': 0.02}",0.651798561151081,"{'rock': 0.40838852097130235, 'indie': 0.2913907284768212, 'pop': 0.004415011037527593, 'alt': 0.2958057395143488, 'electro': 0.0, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.03,0,1.82,1
Brothers of Brazil_2014-04-06,13h30,14h15,Brothers of Brazil,Palco Interlagos,2014-04-06,13:30,14:15,2014-04-06 13:30:00,2014-04-06 14:15:00,45.0,2014,18.69158878504673,Brothers of Brazil,Interlagos,"{'bossa nova': 1.0, 'samba rock': 1.0, 'brazilian': 0.92, 'seen live': 0.84, 'rock': 0.67, 'brazilian music and rock n roll': 0.59, 'alternative': 0.5, 'brasil': 0.34, 'supla': 0.34, 'alternative rock': 0.25, 'experimental': 0.25, 'mpb': 0.25, 'brazil': 0.17, 'samba': 0.17, 'indie': 0.09, 'punk': 0.09, 'pop rock': 0.09, 'acoustic': 0.09, 'experimental rock': 0.09, 'soft rock': 0.09, 'samba-rock': 0.09, 'spotify': 0.09, 'brazilian rock n roll': 0.09, 'incompreendido': 0.09, 'bossa punk': 0.09, 'joao suplicy': 0.09, 'lolla2': 0.09}",0.4598108747044918,"{'rock': 0.7609254498714653, 'indie': 0.023136246786632394, 'pop': 0.023136246786632394, 'alt': 0.19280205655526997, 'electro': 0.0, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.0,0,2.36,1
Selvagens à Procura de Lei_2014-04-06,14h45,15h30,Selvagens à Procura de Lei,Palco Interlagos,2014-04-06,14:45,15:30,2014-04-06 14:45:00,2014-04-06 15:30:00,45.0,2014,32.71028037383178,Selvagens à Procura de Lei,Interlagos,"{'indie rock': 1.0, 'indie': 0.91, 'brazilian': 0.58, 'rock': 0.48, 'fortaleza': 0.43, 'alternative': 0.39, 'nordeste': 0.39, 'selvagens': 0.39, 'alternative rock': 0.29, 'brazilian rock': 0.24, 'seen live': 0.15, 'brazil': 0.15, 'brasil': 0.15, 'pop': 0.05, 'pop rock': 0.05, 'psychedelic': 0.05, 'mpb': 0.05, 'samba': 0.05, 'all': 0.05, 'alternativo': 0.05, 'nacional': 0.05, 'ceara': 0.05, 'brazilian indie': 0.05, 'br': 0.05, 'zup': 0.05, 'tree rock': 0.05, 'cearense': 0.05, 'soundtrack of 2011': 0.05, 'lolla2': 0.05, 'bandas cearenses fodonas': 0.05, 'the strokes do terceiro mundo': 0.05}",0.7596899224806204,"{'rock': 0.430612244897959, 'indie': 0.4, 'pop': 0.020408163265306124, 'alt': 0.14897959183673468, 'electro': 0.0, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.0,0,1.27,1
Savages_2014-04-06,16h,17h,Savages,Palco Interlagos,2014-04-06,16:00,17:00,2014-04-06 16:00:00,2014-04-06 17:00:00,60.0,2014,46.728971962616825,Savages,Interlagos,"{'post-punk': 1.0, 'seen live': 0.75, 'no wave': 0.3, 'female vocalists': 0.3, 'experimental': 0.28, 'punk': 0.28, 'british': 0.14, 'indie rock': 0.08, 'noise rock': 0.08, 'rock': 0.07, 'electronic': 0.07, 'indie': 0.07, 'gothic rock': 0.06, 'post-punk revival': 0.06, 'rap': 0.04, 'dance': 0.04, 'post punk': 0.04, 'dance pop': 0.04, 'shit': 0.04, 'not rock': 0.04, 'hipster': 0.04, 'gavno': 0.04, 'music to listen while pederasting': 0.04, 'hip-hop': 0.04, 'pop': 0.04, 'alternative rock': 0.04, 'punk rock': 0.04, 'not punk': 0.04, 'shitcore': 0.04, 'not music': 0.04, 'worst band ever': 0.04, 'anal': 0.04, 'not experimental': 0.04, 'not post-punk': 0.04, 'worst group ever': 0.04, 'not no wave': 0.04, 'london': 0.04, 'nu-metal': 0.04, 'pederastcore': 0.04, 'popsa': 0.04, 'anal pop': 0.04, 'shit rock': 0.04, 'rnb': 0.03, 'nu metal': 0.03, 'english': 0.03, 'please destroy my anus': 0.03, 'alternative': 0.03, '10s': 0.03, 'oficially shit': 0.03, 'pitchfork sucks': 0.03, 'uk': 0.03, 'pop rock': 0.03, 'art punk': 0.03, 'terrible': 0.03, 'gavnocore': 0.03, 'noise': 0.02, 'england': 0.02, 'not noise': 0.02, 'not noise rock': 0.02, 'petuch': 0.02, 'trip-hop': 0.02, 'new wave': 0.02, 'experimental rock': 0.02, 'female vocalist': 0.02, 'united kingdom': 0.02, 'all': 0.02, 'hipster trash': 0.02, 'anus': 0.02, 'not alternative': 0.02, 'pitchforkcore': 0.02, 'not punk rock': 0.02, 'not indie rock': 0.02, 'emo': 0.02, 'downtempo': 0.02, '2010s': 0.02, 'sucks': 0.02, 'goth rock': 0.02, 'govno': 0.02, 'pitchfork': 0.02, 'not shoegaze': 0.02, 'hipster garbage': 0.02, 'not riot grrrl': 0.02, 'hipstercore': 0.02, 'not electronic': 0.02, 'govnocore': 0.02, 'music to listen while sucking big black cock and having anal sex': 0.02, 'music to listen while having anal sex': 0.02}",0.2144112478031638,"{'rock': 0.4754098360655738, 'indie': 0.13934426229508196, 'pop': 0.1557377049180328, 'alt': 0.07377049180327869, 'electro': 0.07377049180327869, 'house': 0.0, 'rap': 0.03278688524590164, 'hop': 0.04918032786885246}",0.64,0.0,1,0.0,0
AFI_2014-04-06,17h30,18h30,AFI,Palco Interlagos,2014-04-06,17:30,18:30,2014-04-06 17:30:00,2014-04-06 18:30:00,60.0,2014,63.55140186915888,AFI,Interlagos,"{'punk': 1.0, 'punk rock': 0.86, 'rock': 0.65, 'alternative': 0.64, 'emo': 0.48, 'seen live': 0.33, 'alternative rock': 0.23, 'hardcore': 0.22, 'hardcore punk': 0.14, 'afi': 0.08, 'american': 0.06, 'screamo': 0.06, 'post-hardcore': 0.06, 'horror punk': 0.06, 'pop punk': 0.04, 'metal': 0.04, 'indie': 0.04, 'emocore': 0.03, 'melodic hardcore': 0.03, 'california': 0.02, 'goth punk': 0.02, 'not emo': 0.02, 'goth': 0.02, 'hard rock': 0.02, 'awesome': 0.02, 'gothic': 0.02, 'pop': 0.02, 'male vocalists': 0.02, 'indie rock': 0.02, 'post-punk': 0.02, 'favorites': 0.02, '90s': 0.02, 'usa': 0.02, 'gothic punk': 0.01, 'pop-punk': 0.01, 'gothic rock': 0.01, 'punkrock': 0.01, 'electronic': 0.01, 'punk revival': 0.01, 'emo punk': 0.01}",0.5203703703703711,"{'rock': 0.6405693950177936, 'indie': 0.021352313167259787, 'pop': 0.02491103202846975, 'alt': 0.30960854092526696, 'electro': 0.0035587188612099647, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.02,0,0.0,0
Jake Bugg_2014-04-06,19h,20h,Jake Bugg,Palco Interlagos,2014-04-06,19:00,20:00,2014-04-06 19:00:00,2014-04-06 20:00:00,60.0,2014,80.37383177570094,Jake Bugg,Interlagos,"{'folk': 1.0, 'british': 0.83, 'indie': 0.8, 'singer-songwriter': 0.7, 'seen live': 0.57, 'alternative': 0.52, 'indie rock': 0.16, 'indie folk': 0.12, 'rock': 0.11, 'folk rock': 0.1, 'alternative rock': 0.08, 'male vocalists': 0.06, 'country': 0.05, 'uk': 0.05, 'britpop': 0.03, 'pop': 0.03, 'acoustic': 0.03, 'english': 0.03, 'nottingham': 0.03, 'jake bugg': 0.03, 'blues': 0.02, 'england': 0.02, '2010s': 0.02, 'united kingdom': 0.02, 'alt-country': 0.02, '10s': 0.02}",0.4055045871559634,"{'rock': 0.2036199095022625, 'indie': 0.48868778280542996, 'pop': 0.027149321266968326, 'alt': 0.28054298642533937, 'electro': 0.0, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.06,0,0.0,0
New Order_2014-04-06,20h30,22h,New Order,Palco Interlagos,2014-04-06,20:30,22:00,2014-04-06 20:30:00,2014-04-06 22:00:00,90.0,2014,97.19626168224299,New Order,Interlagos,"{'new wave': 1.0, 'electronic': 0.66, 'post-punk': 0.6, '80s': 0.56, 'alternative': 0.32, 'seen live': 0.17, 'british': 0.12, 'rock': 0.12, 'synthpop': 0.12, 'indie': 0.11, 'electronica': 0.11, 'synth pop': 0.08, 'dance': 0.06, 'pop': 0.06, 'manchester': 0.06, 'alternative rock': 0.05, 'new order': 0.04, 'alternative dance': 0.03, 'britpop': 0.03, 'uk': 0.03, 'post punk': 0.03, 'electro': 0.03, 'indie rock': 0.02, '90s': 0.02, 'english': 0.02, 'madchester': 0.02, 'factory records': 0.02, 'joy division': 0.02, 'house': 0.02, 'indie pop': 0.02, 'techno': 0.02, 'punk': 0.02, 'electropop': 0.02, 'factory': 0.02, 'male vocalists': 0.02, 'england': 0.02, 'synth-pop': 0.01, ""80's"": 0.01, 'favorites': 0.01}",0.4085106382978728,"{'rock': 0.09895833333333333, 'indie': 0.078125, 'pop': 0.17708333333333337, 'alt': 0.20833333333333334, 'electro': 0.42708333333333337, 'house': 0.010416666666666668, 'rap': 0.0, 'hop': 0.0}",0.0,0.02,0,0.0,0
Ftampa_2014-04-06,12h30,13h15,Ftampa,Palco Perry,2014-04-06,12:30,13:15,2014-04-06 12:30:00,2014-04-06 13:15:00,45.0,2014,7.4766355140186915,Ftampa,Perry's,"{'electro house': 1.0, 'complextro': 0.72, 'electro': 0.58, 'progressive house': 0.29, 'complextro house': 0.29, 'dubstep': 0.15, 'brazilian': 0.15, 'glitch hop': 0.15, 'edm': 0.15, 'big room': 0.15, 'ariana grande': 0.15, 'lolla2': 0.15, 'zara larsson': 0.15}",0.8112745098039217,"{'rock': 0.0, 'indie': 0.0, 'pop': 0.0, 'alt': 0.0, 'electro': 0.4773413897280967, 'house': 0.4773413897280967, 'rap': 0.0, 'hop': 0.04531722054380665}",0.0,0.0,0,0.15,1
Gabe_2014-04-06,13h30,14h30,Gabe,Palco Perry,2014-04-06,13:30,14:30,2014-04-06 13:30:00,2014-04-06 14:30:00,60.0,2014,18.69158878504673,Gabe,Perry's,"{'minimal': 1.0, 'electronic': 0.86, 'techno': 0.58, 'ambient': 0.43, 'minimal techno': 0.43, 'martial industrial': 0.29, 'indie': 0.15, 'grunge': 0.15, 'progressive metal': 0.15, 'tech house': 0.15, 'brazil': 0.15, 'brasil': 0.15, 'deep house': 0.15, 'check': 0.15, 'homemade': 0.15, 'sampling': 0.15, 'techno minimal': 0.15, 'spotify': 0.15, 'gabe': 0.15, 'minimal tech': 0.15, 'reference other bands': 0.15, 'wrecked machines': 0.15, 'a good way to burn in hell': 0.15}",0.2133550488599347,"{'rock': 0.0, 'indie': 0.11450381679389311, 'pop': 0.0, 'alt': 0.0, 'electro': 0.6564885496183206, 'house': 0.22900763358778622, 'rap': 0.0, 'hop': 0.0}",0.0,0.0,0,0.3,1
Cone Crew_2014-04-06,15h,16h,Cone Crew,Palco Perry,2014-04-06,15:00,16:00,2014-04-06 15:00:00,2014-04-06 16:00:00,60.0,2014,35.51401869158879,Cone Crew,Perry's,{'rap': 1.0},1.0,"{'rock': 0.0, 'indie': 0.0, 'pop': 0.0, 'alt': 0.0, 'electro': 0.0, 'house': 0.0, 'rap': 1.0, 'hop': 0.0}",0.0,0.0,0,0.0,1
Baauer_2014-04-06,16h15,17h15,Baauer,Palco Perry,2014-04-06,16:15,17:15,2014-04-06 16:15:00,2014-04-06 17:15:00,60.0,2014,49.532710280373834,Baauer,Perry's,"{'trap': 1.0, 'electronic': 0.53, 'bass': 0.41, 'trapwave': 0.26, 'seen live': 0.22, 'trapstyle': 0.2, 'hip-hop': 0.05, 'beats': 0.05, 'dubstep': 0.04, 'wonky': 0.04, 'american': 0.03, 'trapstep': 0.03, 'electronica': 0.02, 'dance': 0.02, 'instrumental hip-hop': 0.02, 'all': 0.02, 'jersey club': 0.02, 'future trap': 0.02, 'post-trap': 0.02, 'baauer': 0.02, 'harlem shake': 0.02}",0.7072368421052632,"{'rock': 0.0, 'indie': 0.0, 'pop': 0.0, 'alt': 0.0, 'electro': 0.2558139534883721, 'house': 0.0, 'rap': 0.7116279069767442, 'hop': 0.03255813953488372}",0.0,0.0,0,0.0,0
Krewella_2014-04-06,17h30,18h30,Krewella,Palco Perry,2014-04-06,17:30,18:30,2014-04-06 17:30:00,2014-04-06 18:30:00,60.0,2014,63.55140186915888,Krewella,Perry's,"{'dubstep': 1.0, 'electronic': 0.83, 'female vocalists': 0.41, 'breakbeat': 0.38, 'brostep': 0.35, 'electro house': 0.18, 'dance': 0.16, 'seen live': 0.12, 'house': 0.12, 'progressive house': 0.12, 'drum and bass': 0.07, 'american': 0.07, 'electronica': 0.06, 'pop': 0.06, 'electro': 0.04, 'drum & bass': 0.04, 'edm': 0.04, 'electropop': 0.03, 'usa': 0.03, 'synthpop': 0.03, 'female vocal': 0.03, 'trap': 0.03, 'all': 0.03, 'alternative': 0.02, 'techno': 0.02, 'awesome': 0.02, 'chicago': 0.02, '10s': 0.02, 'united states': 0.02, 'drumstep': 0.02, 'krewella': 0.02, 'lolla2': 0.02}",0.39229024943310675,"{'rock': 0.0, 'indie': 0.0, 'pop': 0.06936416184971098, 'alt': 0.011560693641618497, 'electro': 0.6589595375722543, 'house': 0.24277456647398843, 'rap': 0.017341040462427744, 'hop': 0.0}",0.88,0.0,1,0.0,0
